X,ID,Accepted.Symbol,Symbol,Scientific.Name,Common.Name,Genus,Family,Family.Common.Name,Duration,Growth.Habit,Native.Status,Invasive,FunGrp1,FunGrp2,FunGrp,Updated
6995,6629,LIMNA,LIMNA,Limnanthes,meadowfoam,Limnanthes,Limnanthaceae,Meadow-Foam family,,,,,NA,NA,Annual Forb,X
6354,7183,LYCOP4,LYCOP4,Lycopus,waterhorehound,Lycopus,Lamiaceae,Mint family,,,,,NA,NA,Perennial Forb,X
7084,7203,LYTHR,LYTHR,Lythrum,loosestrife,Lythrum,Lythraceae,Loosestrife family,,,,STATE,NA,NA,Perennial Forb,X
10277,7311,MALUS,MALUS,Malus,apple,Malus,Rosaceae,Rose family,,,,,NA,NA,ShrubsTrees,X
8901,7504,MICRO22,MICRO22,Microsteris,microsteris,Microsteris,Polemoniaceae,Phlox family,,,,,NA,NA,Annual Forb,X
10859,7510,MIMUL,MIMUL,Mimulus,monkeyflower,Mimulus,Scrophulariaceae,Figwort family,,,,,NA,NA,Other,X
7277,7833,MYRIC,MYRIC,Myrica,sweetgale,Myrica,Myricaceae,Bayberry family,,,,,NA,NA,ShrubsTrees,X
5977,7967,NEMOP,NEMOP,Nemophila,baby blue eyes,Nemophila,Hydrophyllaceae,Waterleaf family,,,,,NA,NA,Annual Forb,X
9808,8576,PENTA10,PENTA10,Pentagramma,goldback fern,Pentagramma,Pteridaceae,Maidenhair Fern family,,,,,NA,NA,Perennial Forb,X
6565,8852,PHOLI,PHOLI,Pholisma,pholisma,Pholisma,Lennoaceae,Lennoa family,,,,,NA,NA,Perennial Forb,X
7899,8952,PINUS,PINUS,Pinus,pine,Pinus,Pinaceae,Pine family,,,,,NA,NA,ShrubsTrees,X
7721,8984,PIPER2,PIPER2,Piperia,rein orchid,Piperia,Orchidaceae,Orchid family,,,,,NA,NA,Perennial Forb,X
6311,9218,POGOG,POGOG,Pogogyne,mesamint,Pogogyne,Lamiaceae,Mint family,,,,,NA,NA,Annual Forb,X
8867,9235,POLEM,POLEM,Polemonium,Jacob's-ladder,Polemonium,Polemoniaceae,Phlox family,,,,,NA,NA,Perennial Forb,X
9154,9257,POLYG,POLYG,Polygala,polygala,Polygala,Polygalaceae,Milkwort family,,,,,NA,NA,Perennial Forb,X
10678,9344,POPUL,POPUL,Populus,cottonwood,Populus,Salicaceae,Willow family,,,,,NA,NA,ShrubsTrees,X
9749,9437,PRIMU,PRIMU,Primula,primrose,Primula,Primulaceae,Primrose family,,,,,NA,NA,Perennial Forb,X
6289,9458,PRUNE,PRUNE,Prunella,selfheal,Prunella,Lamiaceae,Mint family,,,,,NA,NA,Perennial Forb,X
10451,9462,PRUNU,PRUNU,Prunus,plum,Prunus,Rosaceae,Rose family,,,,,NA,NA,ShrubsTrees,X
8479,9500,PSEUD23,PSEUD23,×Pseudelymus,foxtail wheatgrass,Pseudelymus,Poaceae,Grass family,,,,,NA,NA,Perennial Grass,X
4352,9566,PTERI,PTERI,Pteridium,brackenfern,Pteridium,Dennstaedtiaceae,Bracken Fern family,,,,,NA,NA,Perennial Forb,X
9355,9577,PTERO4,PTERO4,Pterostegia,pterostegia,Pterostegia,Polygonaceae,Buckwheat family,,,,,NA,NA,Annual Forb,X
10392,9916,ROSA5,ROSA5,Rosa,rose,Rosa,Rosaceae,Rose family,,,,,NA,NA,ShrubsTrees,X
3335,10047,SAGIN,SAGIN,Sagina,pearlwort,Sagina,Caryophyllaceae,Pink family,,,,,NA,NA,Other,X
3694,10078,SALIC,SALIC,Salicornia,pickleweed,Salicornia,Chenopodiaceae,Goosefoot family,,,,,NA,NA,Other,X
10171,10187,SANGU2,SANGU2,Sanguisorba,burnet,Sanguisorba,Rosaceae,Rose family,,,,,NA,NA,ShrubsTrees,X
392,10257,SCAND,SCAND,Scandix,scandix,Scandix,Apiaceae,Carrot family,,,,,NA,NA,Annual Forb,X
3931,10360,SEDUM,SEDUM,Sedum,stonecrop,Sedum,Crassulaceae,Stonecrop family,,,,,NA,NA,Perennial Forb,X
11397,10395,SELAG,SELAG,Selaginella,spikemoss,Selaginella,Selaginellaceae,Spike-moss family,,,,,NA,NA,Perennial Forb,X
3470,10758,SPERG2,SPERG2,Spergularia,sandspurry,Spergularia,Caryophyllaceae,Pink family,,,,,NA,NA,Other,X
1978,11007,SYMPH4,SYMPH4,Symphyotrichum,aster,Symphyotrichum,Asteraceae,Aster family,,,,,NA,NA,Perennial Forb,X
11574,11058,TAMAR2,TAMAR2,Tamarix,tamarisk,Tamarix,Tamaricaceae,Tamarix family,,,,STATE,NA,NA,ShrubsTrees,X
8815,11270,TRIDE,TRIDE,Tridens,tridens,Tridens,Poaceae,Grass family,,,,,NA,NA,Perennial Grass,X
8788,11436,TRITI,TRITI,Triticum,wheat,Triticum,Poaceae,Grass family,,,,,NA,NA,Annual Grass,X
2,11829,UNAP,UNAP,Unknown Apiaceae,,,,,,,,,NA,NA,Other,X
4,11827,UNKN1,UNKN1,Unknown 1,,,,,,,,,NA,NA,Other,X
3,11828,UNKN2,UNKN2,Unknown 2,,,,,,,,,NA,NA,Other,X
11348,11542,VERBA,VERBA,Verbascum,mullein,Verbascum,Scrophulariaceae,Figwort family,,,,,NA,NA,Perennial Forb,X
11690,11548,VERBE,VERBE,Verbena,vervain,Verbena,Verbenaceae,Verbena family,,,,,NA,NA,Perennial Forb,X
11340,11574,VERON,VERON,Veronica,speedwell,Veronica,Scrophulariaceae,Figwort family,,,,,NA,NA,Other,X
2194,11759,XANTH2,XANTH2,Xanthium,cocklebur,Xanthium,Asteraceae,Aster family,,,,STATE,NA,NA,Annual Forb,X
1,11816,,,,,,,,,,,,NA,NA,Other,X
1142,213,AGOSE,AGOSE,Agoseris,agoseris,Agoseris,Asteraceae,Aster family,,Forb,,,NA,NA,Perennial Forb,X
6781,305,ALLIU,ALLIU,Allium,onion,Allium,Liliaceae,Lily family,Perennial,Forb/herb,,,NA,NA,Perennial Forb,X
592,580,ANISO5,ANISO5,Anisocarpus,tarweed,Anisocarpus,Asteraceae,Aster family,,,,,NA,NA,Perennial Forb,X
7818,762,ARCTO,ARCTO,Arctomecon,bearpoppy,Arctomecon,Papaveraceae,Poppy family,,,,,NA,NA,Perennial Forb,X
460,1044,ASCLE,ASCLE,Asclepias,milkweed,Asclepias,Asclepiadaceae,Milkweed family,Perennial,Forb/herb,,,NA,NA,Perennial Forb,X
1634,1398,BALSA,BALSA,Balsamorhiza,balsamroot,Balsamorhiza,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
11563,1550,BRACH13,BRACH13,Brachychiton,brachychiton,Brachychiton,Sterculiaceae,Cacao family,,,,,NA,NA,Perennial Forb,X
1562,1571,BRICK,BRICK,Brickellia,brickellbush,Brickellia,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
6691,1597,BRODI,BRODI,Brodiaea,brodiaea,Brodiaea,Liliaceae,Lily family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
6686,1749,CALOC,CALOC,Calochortus,mariposa lily,Calochortus,Liliaceae,Lily family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
3754,1840,CALYS,CALYS,Calystegia,false bindweed,Calystegia,Convolvulaceae,Morning-glory family,Perennial,Forb/herb,,,NA,NA,Perennial Forb,X
6675,1882,CAMAS,CAMAS,Camassia,camas,Camassia,Liliaceae,Lily family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
6596,2653,CHLOR3,CHLOR3,Chlorogalum,soapplant,Chlorogalum,Liliaceae,Lily family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
9869,3557,DELPH,DELPH,Delphinium,larkspur,Delphinium,Ranunculaceae,Buttercup family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
6609,3664,DICHE2,DICHE2,Dichelostemma,snakelily,Dichelostemma,Liliaceae,Lily family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
4442,4131,EQUIS,EQUIS,Equisetum,horsetail,Equisetum,Equisetaceae,Horsetail family,,,,,NA,NA,Perennial Forb,X
10200,4915,FRAGA,FRAGA,Fragaria,strawberry,Fragaria,Rosaceae,Rose family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
752,5374,GRIND,GRIND,Grindelia,gumweed,Grindelia,Asteraceae,Aster family,Perennial,Forb/herb,,,NA,NA,Perennial Forb,X
6147,5937,IRIS,IRIS,Iris,iris,Iris,Iridaceae,Iris family,Perennial,Forb/herb,,,NA,NA,Perennial Forb,X
6435,6221,LAMIA,LAMIA,Lamiastrum,lamiastrum,Lamiastrum,Lamiaceae,Mint family,,,,,NA,NA,Perennial Forb,X
6704,6607,LILIU,LILIU,Lilium,lily,Lilium,Liliaceae,Lily family,Perennial,Forb/herb,L48 (I),,NA,NA,Perennial Forb,X
7021,6702,LINUM,LINUM,Linum,flax,Linum,Linaceae,Flax family,Perennial,Forb/herb,,,NA,NA,Perennial Forb,X
10788,6723,LITHO2,LITHO2,Lithophragma,woodland-star,Lithophragma,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
342,6772,LOMAT,LOMAT,Lomatium,desertparsley,Lomatium,Apiaceae,Carrot family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
3966,7330,MARAH,MARAH,Marah,manroot,Marah,Cucurbitaceae,Cucumber family,Perennial,"Vine, Forb/herb",L48 (N),,NA,NA,Perennial Forb,X
6319,7414,MENTH,MENTH,Mentha,mint,Mentha,Lamiaceae,Mint family,Perennial,Forb/herb,,,NA,NA,Perennial Forb,X
7758,8235,OXALI,OXALI,Oxalis,woodsorrel,Oxalis,Oxalidaceae,Wood-Sorrel family,Perennial,Forb/herb,,,NA,NA,Perennial Forb,X
9786,8440,PELLA,PELLA,Pellaea,cliffbrake,Pellaea,Pteridaceae,Maidenhair Fern family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
11001,8463,PENST,PENST,Penstemon,beardtongue,Penstemon,Scrophulariaceae,Figwort family,Perennial,Forb/herb,,,NA,NA,Perennial Forb,X
282,8588,PERID,PERID,Perideridia,yampah,Perideridia,Apiaceae,Carrot family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
8949,8815,PHLOX,PHLOX,Phlox,phlox,Phlox,Polemoniaceae,Phlox family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
4389,9333,POLYS,POLYS,Polystichum,hollyfern,Polystichum,Dryopteridaceae,Wood Fern family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
6119,9892,ROMUL,ROMUL,Romulea,romulea,Romulea,Iridaceae,Iris family,,,,,NA,NA,Perennial Forb,X
319,10192,SANIC,SANIC,Sanicula,sanicle,Sanicula,Apiaceae,Carrot family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
6163,10632,SISYR,SISYR,Sisyrinchium,blue-eyed grass,Sisyrinchium,Iridaceae,Iris family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
2135,10696,SOLID,SOLID,Solidago,goldenrod,Solidago,Asteraceae,Aster family,Perennial,Forb/herb,,,NA,NA,Perennial Forb,X
6927,11412,TRITE,TRITE,Triteleia,triteleia,Triteleia,Liliaceae,Lily family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
11598,11455,TYPHA,TYPHA,Typha,cattail,Typha,Typhaceae,Cat-tail family,Perennial,Forb/herb,,,NA,NA,Perennial Forb,X
2179,11753,WYETH,WYETH,Wyethia,mule-ears,Wyethia,Asteraceae,Aster family,Perennial,Forb/herb,L48 (N),,NA,NA,Perennial Forb,X
8337,243,AGROS2,AGROS2,Agrostis,bentgrass,Agrostis,Poaceae,Grass family,,Grass,,,NA,NA,Perennial Grass,X
8648,3442,CYNOD,CYNOD,Cynodon,Bermudagrass,Cynodon,Poaceae,Grass family,Perennial,Graminoid,L48 (I),,NA,NA,Perennial Grass,X
8720,11825,ELPH,ELPH,Elymus philadelphicus,Canada Wildrye,Elymus,Poaceae,,,,,,NA,NA,Perennial Grass,X
8058,4018,ELYMU,ELYMU,Elymus,wildrye,Elymus,Poaceae,Grass family,,Grass,,,NA,NA,Perennial Grass,X
8464,7384,MELIC,MELIC,Melica,melicgrass,Melica,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,NA,NA,Perennial Grass,X
8572,7874,NASSE,NASSE,Nassella,needlegrass,Nassella,Poaceae,Grass family,Perennial,Graminoid,L48 (N),,NA,NA,Perennial Grass,X
8565,10039,RYTID2,RYTID2,Rytidosperma,wallaby grass,Rytidosperma,Poaceae,Grass family,Perennial,Graminoid,L48 (I),,NA,NA,Perennial Grass,X
8808,11158,THINO,THINO,Thinopyrum,wheatgrass,Thinopyrum,Poaceae,Grass family,,,,,NA,NA,Perennial Grass,X
NA,NA,JUNCAC,JUNCAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,SedgesRushes,X
16,73,ACER,ACER,Acer,maple,Acer,Aceraceae,Maple family,Perennial,Tree,,,NA,NA,ShrubsTrees,X
11405,269,AILAN,AILAN,Ailanthus,ailanthus,Ailanthus,Simaroubaceae,Quassia family,,,,,NA,NA,ShrubsTrees,X
10225,472,AMELA,AMELA,Amelanchier,serviceberry,Amelanchier,Rosaceae,Rose family,Perennial,"Tree, Shrub","L48 (N), AK (N), CAN (N)",,NA,NA,ShrubsTrees,X
4548,764,ARCTO3,ARCTO3,Arctostaphylos,manzanita,Arctostaphylos,Ericaceae,Heath family,Perennial,"Tree, Shrub",L48 (N),,NA,NA,ShrubsTrees,X
10112,2333,CEANO,CEANO,Ceanothus,ceanothus,Ceanothus,Rhamnaceae,Buckthorn family,Perennial,"Tree, Shrub",L48 (N),,NA,NA,ShrubsTrees,X
10426,2494,CERCO,CERCO,Cercocarpus,mountain mahogany,Cercocarpus,Rosaceae,Rose family,Perennial,"Tree, Shrub",L48 (N),,NA,NA,ShrubsTrees,X
2242,3168,CORYL,CORYL,Corylus,hazelnut,Corylus,Betulaceae,Birch family,,,,,NA,NA,ShrubsTrees,X
10182,3403,CYDON,CYDON,Cydonia,cydonia,Cydonia,Rosaceae,Rose family,,,,,NA,NA,ShrubsTrees,X
4580,5138,GAULT,GAULT,Gaultheria,snowberry,Gaultheria,Ericaceae,Heath family,Perennial,"Subshrub, Shrub",L48 (N),,NA,NA,ShrubsTrees,X
1199,5967,ISOCO,ISOCO,Isocoma,goldenbush,Isocoma,Asteraceae,Aster family,Perennial,"Subshrub, Shrub",L48 (N),,NA,NA,ShrubsTrees,X
3988,6134,JUNIP,JUNIP,Juniperus,juniper,Juniperus,Cupressaceae,Cypress family,Perennial,"Tree, Shrub","L48 (N), AK (N), CAN (N)",,NA,NA,ShrubsTrees,X
3279,6828,LONIC,LONIC,Lonicera,honeysuckle,Lonicera,Caprifoliaceae,Honeysuckle family,Perennial,"Vine, Shrub",,,NA,NA,ShrubsTrees,X
11778,8861,PHORA,PHORA,Phoradendron,mistletoe,Phoradendron,Viscaceae,Christmas Mistletoe family,Perennial,"Subshrub, Shrub",L48 (N),,NA,NA,ShrubsTrees,X
5587,9642,QUERC,QUERC,Quercus,oak,Quercus,Fagaceae,Beech family,Perennial,"Tree, Shrub",L48 (N),,NA,NA,ShrubsTrees,X
10078,9773,RHAMN,RHAMN,Rhamnus,buckthorn,Rhamnus,Rhamnaceae,Buckthorn family,Perennial,Shrub,L48 (N),,NA,NA,ShrubsTrees,X
5797,9812,RIBES,RIBES,Ribes,currant,Ribes,Grossulariaceae,Currant family,Perennial,Shrub,L48 (N),,NA,NA,ShrubsTrees,X
10394,9952,RUBUS,RUBUS,Rubus,blackberry,Rubus,Rosaceae,Rose family,Perennial,Subshrub,,,NA,NA,ShrubsTrees,X
10709,10082,SALIX,SALIX,Salix,willow,Salix,Salicaceae,Willow family,Perennial,"Tree, Shrub",,,NA,NA,ShrubsTrees,X
3290,10177,SAMBU,SAMBU,Sambucus,elderberry,Sambucus,Caprifoliaceae,Honeysuckle family,Perennial,"Tree, Shrub",L48 (N),,NA,NA,ShrubsTrees,X
3712,10216,SARCO,SARCO,Sarcobatus,greasewood,Sarcobatus,Chenopodiaceae,Goosefoot family,Perennial,Shrub,L48 (N),,NA,NA,ShrubsTrees,X
4002,10457,SEQUO,SEQUO,Sequoia,redwood,Sequoia,Cupressaceae,Cypress family,,,,,NA,NA,ShrubsTrees,X
3297,10996,SYMPH,SYMPH,Symphoricarpos,snowberry,Symphoricarpos,Caprifoliaceae,Honeysuckle family,Perennial,"Subshrub, Shrub",L48 (N),,NA,NA,ShrubsTrees,X
149,11219,TOXIC,TOXIC,Toxicodendron,poison oak,Toxicodendron,Anacardiaceae,Sumac family,,,,,NA,NA,ShrubsTrees,X
6537,11471,UMBEL,UMBEL,Umbellularia,California laurel,Umbellularia,Lauraceae,Laurel family,,,,,NA,NA,ShrubsTrees,X
4598,11497,VACCI,VACCI,Vaccinium,blueberry,Vaccinium,Ericaceae,Heath family,Perennial,"Subshrub, Shrub",,,NA,NA,ShrubsTrees,X
11800,11698,VITIS,VITIS,Vitis,grape,Vitis,Vitaceae,Grape family,Perennial,"Vine, Shrub",,,NA,NA,ShrubsTrees,X
7345,14,ABGR2,ABGR2,Abronia gracilis,slender sand verbena,Abronia,Nyctaginaceae,Four o'clock family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
7346,23,ABPO,ABPO,Abronia pogonantha,Mojave sand verbena,Abronia,Nyctaginaceae,Four o'clock family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
7142,34,ABTH,ABTH,Abutilon theophrasti,velvetleaf,Abutilon,Malvaceae,Mallow family,Annual,Forb/herb,"L48 (I), CAN (I)","KY, N'EAST, NE&GP, STATE, SWSS, WSWS",Annual,Forb,Annual Forb,
7334,24,ABTU,ABTU,Abronia turbinata,transmontane sand verbena,Abronia,Nyctaginaceae,Four o'clock family,"Annual, Perennial",Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
7343,28,ABVI,ABVI,Abronia villosa,desert sand verbena,Abronia,Nyctaginaceae,Four o'clock family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
7347,29,ABVIA,ABVIA,Abronia villosa var. aurita,desert sand verbena,Abronia,Nyctaginaceae,Four o'clock family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
7348,30,ABVIV,ABVIV,Abronia villosa var. villosa,desert sand verbena,Abronia,Nyctaginaceae,Four o'clock family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
3324,130,ACCO3,ACCO3,Achyronychia cooperi,onyxflower,Achyronychia,Caryophyllaceae,Pink family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
6413,64,ACDU2,ACDU2,Acanthomintha duttonii,San Mateo thorn-mint,Acanthomintha,Lamiaceae,Mint family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
6461,65,ACIL,ACIL,Acanthomintha ilicifolia,San Diego thorn-mint,Acanthomintha,Lamiaceae,Mint family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
6320,66,ACLA2,ACLA2,Acanthomintha lanceolata,Santa Clara thorn-mint,Acanthomintha,Lamiaceae,Mint family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
1885,128,ACMO2,ACMO2,Achyrachaena mollis,blow wives,Achyrachaena,Asteraceae,Aster family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
6460,67,ACOB,ACOB,Acanthomintha obovata,San Benito thorn-mint,Acanthomintha,Lamiaceae,Mint family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
6426,68,ACOBC,ACOBC,Acanthomintha obovata ssp. cordata,heartleaf thorn-mint,Acanthomintha,Lamiaceae,Mint family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
6448,69,ACOBO,ACOBO,Acanthomintha obovata ssp. obovata,San Benito thorn-mint,Acanthomintha,Lamiaceae,Mint family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
9977,166,ADAE,ADAE,Adonis aestivalis,summer pheasant's eye,Adonis,Ranunculaceae,Buttercup family,Annual,Forb/herb,L48 (I),,Annual,Forb,Annual Forb,
559,206,AGCO,AGCO,Ageratum conyzoides,tropical whiteweed,Ageratum,Asteraceae,Aster family,"Annual, Perennial",Forb/herb,"L48 (I), HI (I), PR (N), VI (N)",,Annual,Forb,Annual Forb,
3330,242,AGGI,AGGI,Agrostemma githago,common corncockle,Agrostemma,Caryophyllaceae,Pink family,Annual,Forb/herb,"L48 (I), AK (I), CAN (I)","N'EAST, STATE, WSWS",Annual,Forb,Annual Forb,
1159,227,AGHE2,AGHE2,Agoseris heterophylla,annual agoseris,Agoseris,Asteraceae,Aster family,Annual,Forb/herb,"L48 (N), CAN (N)",,Annual,Forb,Annual Forb,
1157,228,AGHEC,AGHEC,Agoseris heterophylla var. crenulata,annual agoseris,Agoseris,Asteraceae,Aster family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
1156,229,AGHEH,AGHEH,Agoseris heterophylla var. heterophylla,annual agoseris,Agoseris,Asteraceae,Aster family,Annual,Forb/herb,"L48 (N), CAN (N)",,Annual,Forb,Annual Forb,
1153,230,AGHET,AGHET,Agoseris heterophylla var. turgida,annual agoseris,Agoseris,Asteraceae,Aster family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
2891,424,ALAL3,ALAL3,Alyssum alyssoides,pale madwort,Alyssum,Brassicaceae,Mustard family,"Annual, Biennial",Forb/herb,"L48 (I), CAN (I)",WSWS,Annual,Forb,Annual Forb,
2879,425,ALDE,ALDE,Alyssum desertorum,desert madwort,Alyssum,Brassicaceae,Mustard family,Annual,Forb/herb,"L48 (I), CAN (I)",,Annual,Forb,Annual Forb,
2885,426,ALDEH,ALDEH,Alyssum desertorum var. himalayensis,desert madwort,Alyssum,Brassicaceae,Mustard family,Annual,Forb/herb,L48 (I),,Annual,Forb,Annual Forb,
8988,385,ALDI4,ALDI4,Allophyllum divaricatum,purple false gilyflower,Allophyllum,Polemoniaceae,Phlox family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
8972,386,ALGI,ALGI,Allophyllum gilioides,dense false gilyflower,Allophyllum,Polemoniaceae,Phlox family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
8971,387,ALGIG,ALGIG,Allophyllum gilioides ssp. gilioides,dense false gilyflower,Allophyllum,Polemoniaceae,Phlox family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
8970,388,ALGIV,ALGIV,Allophyllum gilioides ssp. violaceum,dense false gilyflower,Allophyllum,Polemoniaceae,Phlox family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
8969,389,ALGL3,ALGL3,Allophyllum glutinosum,sticky false gilyflower,Allophyllum,Polemoniaceae,Phlox family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
8874,285,ALHU6,ALHU6,Aliciella hutchinsifolia,desert pale gilia,Aliciella,Polemoniaceae,Phlox family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
7350,302,ALIN,ALIN,Allionia incarnata,trailing windmills,Allionia,Nyctaginaceae,Four o'clock family,"Annual, Perennial",Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
8878,390,ALIN3,ALIN3,Allophyllum integrifolium,white false gilyflower,Allophyllum,Polemoniaceae,Phlox family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
7360,303,ALINN,ALINN,Allionia incarnata var. nudata,trailing windmills,Allionia,Nyctaginaceae,Four o'clock family,"Annual, Perennial",Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
7332,304,ALINV2,ALINV2,Allionia incarnata var. villosa,trailing windmills,Allionia,Nyctaginaceae,Four o'clock family,"Annual, Perennial",Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
8858,286,ALLA13,ALLA13,Aliciella latifolia,broad-leaf gilia,Aliciella,Polemoniaceae,Phlox family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
8837,287,ALLAL3,ALLAL3,Aliciella latifolia ssp. latifolia,broadleaf gilia,Aliciella,Polemoniaceae,Phlox family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
8958,288,ALLE7,ALLE7,Aliciella leptomeria,sand gilia,Aliciella,Polemoniaceae,Phlox family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
8946,289,ALLO6,ALLO6,Aliciella lottiae,Lott's gilia,Aliciella,Polemoniaceae,Phlox family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
8879,290,ALMI10,ALMI10,Aliciella micromeria,dainty gilia,Aliciella,Polemoniaceae,Phlox family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
2507,427,ALSI8,ALSI8,Alyssum simplex,alyssum,Alyssum,Brassicaceae,Mustard family,Annual,Forb/herb,L48 (I),,Annual,Forb,Annual Forb,
2522,428,ALST2,ALST2,Alyssum strigosum,alyssum,Alyssum,Brassicaceae,Mustard family,Annual,Forb/herb,L48 (I),,Annual,Forb,Annual Forb,
8903,292,ALSU10,ALSU10,Aliciella subacaulis,pinyon gilia,Aliciella,Polemoniaceae,Phlox family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
8902,293,ALTR14,ALTR14,Aliciella triodon,coyote gilia,Aliciella,Polemoniaceae,Phlox family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
1008,458,AMAC2,AMAC2,Ambrosia acanthicarpa,flatspine bur ragweed,Ambrosia,Asteraceae,Aster family,Annual,Forb/herb,"L48 (N), CAN (N)",WSWS,Annual,Forb,Annual Forb,
115,430,AMAL,AMAL,Amaranthus albus,prostrate pigweed,Amaranthus,Amaranthaceae,Amaranth family,Annual,Forb/herb,"L48 (I), AK (I), CAN (W), SPM (W)","N'EAST, NE&GP, SWSS, WSWS",Annual,Forb,Annual Forb,
118,431,AMAR,AMAR,Amaranthus arenicola,sandhill amaranth,Amaranthus,Amaranthaceae,Amaranth family,Annual,Forb/herb,L48 (N),,Annual,Forb,Annual Forb,
995,460,AMAR2,AMAR2,Ambrosia artemisiifolia,annual ragweed,Ambrosia,Asteraceae,Aster family,Annual,Forb/herb,"L48 (NI), HI (I), CAN (N)","KY, N'EAST, NE&GP, STATE, SWSS, WSWS",Annual,Forb,Annual Forb,
955,461,AMARE,AMARE,Ambrosia artemisiifolia var. elatior,annual ragweed,Ambrosia,Asteraceae,Aster family,Annual,Forb/herb,"L48 (I), HI (I), CAN (N)",,Annual,Forb,Annual Forb,
97,432,AMBL,AMBL,Amaranthus blitoides,mat amaranth,Amaranthus,Amaranthaceae,Amaranth family,Annual,Forb/herb,"L48 (I), AK (I), CAN (I)","N'EAST, NE&GP, SWSS, WSWS",Annual,Forb,Annual Forb,
99,433,AMBL2,AMBL2,Amaranthus blitum,purple amaranth,Amaranthus,Amaranthaceae,Amaranth family,Annual,Forb/herb,"L48 (I), HI (I), PR (I), CAN (I)",,Annual,Forb,Annual Forb,
102,434,AMBLE2,AMBLE2,Amaranthus blitum var. emarginatus,purple amaranth,Amaranthus,Amaranthaceae,Amaranth family,Annual,Forb/herb,"L48 (I), HI (I), PR (I), CAN (I)",,Annual,Forb,Annual Forb,
101,435,AMCA,AMCA,Amaranthus californicus,California amaranth,Amaranthus,Amaranthaceae,Amaranth family,Annual,Forb/herb,"L48 (N), CAN (N)",,Annual,Forb,Annual Forb,
